ID,Organization,Organization Type,Training Date,Address,City,State,Zip Code,Longitude,Latitude,Number Trained,Project Type,Taining Topic
,Arlington Education and Employment Program (REEP),Government,9/5/2025,"2110 Washington Blvd, Suite 106",Arlington,VA,22204,,,19,CN Hosted Workshops ,Internet Basics
,Senior Citizens of Northern Kentucky,Senior Center,9/5/2025,110 6th St,Carrollton,KY,41008,,,18,CN Hosted Workshops ,Internet Basics
,Senior Citizens of Northern Kentucky,Senior Center,9/5/2025,110 6th St,Carrollton,KY,41008,,,18,CN Hosted Workshops ,Cybersecurity
,Senior Citizens of Northern Kentucky,Senior Center,9/5/2025,110 6th St,Carrollton,KY,41008,,,15,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Senior Citizens of Northern Kentucky,Senior Center,9/5/2025,110 6th St,Carrollton,KY,41008,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Immaculate Heart of Mary Catholic Church,Place of Worship,9/9/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,18,CN Hosted Workshops ,Computer Basics Windows 10
,Immaculate Heart of Mary Catholic Church,Place of Worship,9/9/2025,617 Santa Rosa Ave,,TX,78204,,,12,CN Hosted Workshops ,Video Conferencing
,Immaculate Heart of Mary Catholic Church,Place of Worship,9/9/2025,617 Santa Rosa Ave,,TX,78204,,,2,CN Hosted Workshops ,Open Lab Workshop
,Immaculate Heart of Mary Catholic Church ,Place of Worship,9/10/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,19,CN Hosted Workshops ,Internet Basics
,Immaculate Heart of Mary Catholic Church ,Place of Worship,9/10/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,19,CN Hosted Workshops ,Cybersecurity
,Immaculate Heart of Mary Catholic Church ,Place of Worship,9/10/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,1,CN Hosted Workshops ,Open Lab Workshop
,Lazarus Project House 1 ,Housing Shelter,9/10/2025,7812 Ball Camp Rd Knoxville,Knoxville,TN,37931,,,47,CN Hosted Workshops ,Internet Basics
,Lazarus Project House 1 ,Housing Shelter,9/10/2025,7812 Ball Camp Rd Knoxville,Knoxville,TN,37931,,,47,CN Hosted Workshops ,Cybersecurity
,Lazarus Project House 1 ,Housing Shelter,9/10/2025,7812 Ball Camp Rd Knoxville,Knoxville,TN,37931,,,47,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Immaculate Heart of Mary Catholic Church ,Place of Worship,9/11/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,13,CN Hosted Workshops ,Email Basics
,Immaculate Heart of Mary Catholic Church ,Place of Worship,9/11/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,13,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Immaculate Heart of Mary Catholic Church ,Place of Worship,9/11/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,1,CN Hosted Workshops ,Open Lab Workshop
,Saint Clair Senior Center ,Senior Center,9/11/2025,325 St Clair St,Murfreesboro,TN,37130,,,16,CN Hosted Workshops ,Internet Basics
,Saint Clair Senior Center ,Senior Center,9/11/2025,325 St Clair St,Murfreesboro,TN,37130,,,16,CN Hosted Workshops ,Cybersecurity
,Saint Clair Senior Center ,Senior Center,9/11/2025,325 St Clair St,Murfreesboro,TN,37130,,,14,CN Hosted Workshops ,Mobile Device Basics (Android)
,Saint Clair Senior Center ,Senior Center,9/11/2025,325 St Clair St,Murfreesboro,TN,37130,,,2,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Highlands Diversified,Business,9/12/2025,420 Tobacco Road,London,KY,40741,,,6,CN Hosted Workshops ,Internet Basics
,Highlands Diversified,Business,9/12/2025,420 Tobacco Road,London,KY,40741,,,6,CN Hosted Workshops ,Cybersecurity
,Highlands Diversified,Business,9/12/2025,420 Tobacco Road,London,KY,40741,,,6,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Russell County Senior Center,Senior Center,9/12/2025,132 Brian Walters Dr,Russell Springs,KY,42642,,,20,CN Hosted Workshops ,Internet Basics
,Russell County Senior Center,Senior Center,9/12/2025,132 Brian Walters Dr,Russell Springs,KY,42642,,,20,CN Hosted Workshops ,Cybersecurity
,Russell County Senior Center,Senior Center,9/12/2025,132 Brian Walters Dr,Russell Springs,KY,42642,,,16,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Russell County Senior Center,Senior Center,9/12/2025,132 Brian Walters Dr,Russell Springs,KY,42642,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,La Vergne Senior Center,Senior Center,9/15/2025,337 Stones River Rd B,La Vergne,TN,37086,,,27,CN Hosted Workshops ,Internet Basics
,La Vergne Senior Center,Senior Center,9/15/2025,337 Stones River Rd B,La Vergne,TN,37086,,,27,CN Hosted Workshops ,Cybersecurity
,La Vergne Senior Center,Senior Center,9/15/2025,337 Stones River Rd B,La Vergne,TN,37086,,,20,CN Hosted Workshops ,Mobile Device Basics (iOS)
,La Vergne Senior Center,Senior Center,9/15/2025,337 Stones River Rd B,La Vergne,TN,37086,,,7,CN Hosted Workshops ,Mobile Device Basics (Android)
,Macon County Senior Center,Senior Center,9/15/2025,329 TN-52 Scenic,Lafayette,TN,37083,,,32,CN Hosted Workshops ,Internet Basics
,Macon County Senior Center,Senior Center,9/15/2025,329 TN-52 Scenic,Lafayette,TN,37083,,,32,CN Hosted Workshops ,Cybersecurity
,Macon County Senior Center,Senior Center,9/15/2025,329 TN-52 Scenic,Lafayette,TN,37083,,,20,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Macon County Senior Center,Senior Center,9/15/2025,329 TN-52 Scenic,Lafayette,TN,37083,,,12,CN Hosted Workshops ,Mobile Device Basics (Android)
,Destin Senior Center,Senior Center,9/16/2025,108 Stahlman Ave,Destin,FL,32541,,,9,CN Hosted Workshops ,Computer Basics Windows 10
,Destin Senior Center,Senior Center,9/16/2025,108 Stahlman Ave,Destin,FL,32541,,,9,CN Hosted Workshops ,Email Basics
,Destin Senior Center,Senior Center,9/16/2025,108 Stahlman Ave,Destin,FL,32541,,,9,CN Hosted Workshops ,Video Conferencing
,Destin Senior Center,Senior Center,9/16/2025,108 Stahlman Ave,Destin,FL,32541,,,3,CN Hosted Workshops ,Open Lab Workshop
,Senior Citizens of Jellico,Senior Center,9/17/2025,289 Baker Street,Jellico,TN,37762,,,5,CN Hosted Workshops ,Internet Basics
,Senior Citizens of Jellico,Senior Center,9/17/2025,289 Baker Street,Jellico,TN,37762,,,5,CN Hosted Workshops ,Cybersecurity
,Senior Citizens of Jellico,Senior Center,9/17/2025,289 Baker Street,Jellico,TN,37762,,,5,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Trimble Senior Center,Non-Profit,9/17/2025,3240 US HWY 421,Bedford,KY,40006,,,12,CN Hosted Workshops ,Internet Basics
,Trimble Senior Center,Non-Profit,9/17/2025,3240 US HWY 421,Bedford,KY,40006,,,12,CN Hosted Workshops ,Cybersecurity
,Trimble Senior Center,Non-Profit,9/17/2025,3240 US HWY 421,Bedford,KY,40006,,,12,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Destin Senior Center,Senior Center,9/18/2025,108 Stahlman Ave,Destin,FL,32541,,,11,CN Hosted Workshops ,Internet Basics
,Destin Senior Center,Senior Center,9/18/2025,108 Stahlman Ave,Destin,FL,32541,,,11,CN Hosted Workshops ,Cybersecurity
,Destin Senior Center,Senior Center,9/18/2025,108 Stahlman Ave,Destin,FL,32541,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Destin Senior Center,Senior Center,9/18/2025,108 Stahlman Ave,Destin,FL,32541,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,Destin Senior Center,Senior Center,9/18/2025,108 Stahlman Ave,Destin,FL,32541,,,2,CN Hosted Workshops ,Open Lab Workshop
,Taylor County Senior Center,Senior Center,9/18/2025,110 S Jackson St,Campbellsville,KY,42718,,,20,CN Hosted Workshops ,Internet Basics
,Taylor County Senior Center,Senior Center,9/18/2025,110 S Jackson St,Campbellsville,KY,42718,,,20,CN Hosted Workshops ,Cybersecurity
,Taylor County Senior Center,Senior Center,9/18/2025,110 S Jackson St,Campbellsville,KY,42718,,,20,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Pulaski County Senior Center,Senior Center,9/22/2025,125 E University Drive,Somerset,KY,42501,,,38,CN Hosted Workshops ,Internet Basics
,Pulaski County Senior Center,Senior Center,9/22/2025,125 E University Drive,Somerset,KY,42501,,,38,CN Hosted Workshops ,Cybersecurity
,Pulaski County Senior Center,Senior Center,9/22/2025,125 E University Drive,Somerset,KY,42501,,,24,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Pulaski County Senior Center,Senior Center,9/22/2025,125 E University Drive,Somerset,KY,42501,,,14,CN Hosted Workshops ,Mobile Device Basics (Android)
,Shelbyville Senior Citizen Center,Senior Center,9/22/2025,111 Jg Helton Dr,Shelbyville,TN,37160,,,20,CN Hosted Workshops ,Internet Basics
,Shelbyville Senior Citizen Center,Senior Center,9/22/2025,111 Jg Helton Dr,Shelbyville,TN,37160,,,20,CN Hosted Workshops ,Cybersecurity
,Shelbyville Senior Citizen Center,Senior Center,9/22/2025,111 Jg Helton Dr,Shelbyville,TN,37160,,,18,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Shelbyville Senior Citizen Center,Senior Center,9/22/2025,111 Jg Helton Dr,Shelbyville,TN,37160,,,2,CN Hosted Workshops ,Mobile Device Basics (Android)
,The Active Life - West Point,Senior Center,9/22/2025,1114 O G Skinner Dr,West Point,GA,31833,,,5,CN Hosted Workshops ,Computer Basics Windows 10
,The Active Life - West Point,Senior Center,9/22/2025,1114 O G Skinner Dr,West Point,GA,31833,,,4,CN Hosted Workshops ,Mobile Device Basics (iOS)
,The Active Life - West Point,Senior Center,9/22/2025,1114 O G Skinner Dr,West Point,GA,31833,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,The Active Life - West Point,Senior Center,9/22/2025,1114 O G Skinner Dr,West Point,GA,31833,,,1,CN Hosted Workshops ,Open Lab Workshop
,The Active Life - West Point,Senior Center,9/23/2025,1114 O G Skinner Dr,West Point,GA,31833,,,6,CN Hosted Workshops ,Internet Basics
,The Active Life - West Point,Senior Center,9/23/2025,1114 O G Skinner Dr,West Point,GA,31833,,,6,CN Hosted Workshops ,Cybersecurity
,The Active Life - West Point,Senior Center,9/23/2025,1114 O G Skinner Dr,West Point,GA,31833,,,1,CN Hosted Workshops ,Open Lab Workshop
,Etowah Senior Center,Senior Center,9/24/2025,435 Cooper St,Etowah,TN,31833,,,24,CN Hosted Workshops ,Internet Basics
,Etowah Senior Center,Senior Center,9/24/2025,435 Cooper St,Etowah,TN,31833,,,24,CN Hosted Workshops ,Cybersecurity
,Etowah Senior Center,Senior Center,9/24/2025,435 Cooper St,Etowah,TN,31833,,,20,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Etowah Senior Center,Senior Center,9/24/2025,435 Cooper St,Etowah,TN,31833,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,Owen County Senior Center,Senior Center,9/25/2025,118 N Main St,Owenton,KY,40359,,,7,CN Hosted Workshops ,Internet Basics
,Owen County Senior Center,Senior Center,9/25/2025,118 N Main St,Owenton,KY,40359,,,7,CN Hosted Workshops ,Cybersecurity
,Owen County Senior Center,Senior Center,9/25/2025,118 N Main St,Owenton,KY,40359,,,7,CN Hosted Workshops ,Mobile Device Basics (iOS)
,The Enrichment Center,Non-Profit,9/25/2025,1615 South 3rd St,Sanford,NC,27330,,,13,CN Hosted Workshops ,Computer Basics Windows 10
,The Enrichment Center,Non-Profit,9/25/2025,1615 South 3rd St,Sanford,NC,27330,,,13,CN Hosted Workshops ,Internet Basics
,The Enrichment Center,Non-Profit,9/25/2025,1615 South 3rd St,Sanford,NC,27330,,,14,CN Hosted Workshops ,Email Basics
,The Enrichment Center,Non-Profit,9/25/2025,1615 South 3rd St,Sanford,NC,27330,,,2,CN Hosted Workshops ,Open Lab Workshop
,Cumberland County Senior Citizen Center,Senior Center,9/26/2025,213 Upper River Street,Burkesville,KY,42714,,,9,CN Hosted Workshops ,Internet Basics
,Cumberland County Senior Citizen Center,Senior Center,9/26/2025,213 Upper River Street,Burkesville,KY,42714,,,9,CN Hosted Workshops ,Cybersecurity
,Cumberland County Senior Citizen Center,Senior Center,9/26/2025,213 Upper River Street,Burkesville,KY,42714,,,5,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Cumberland County Senior Citizen Center,Senior Center,9/26/2025,213 Upper River Street,Burkesville,KY,42714,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,The Enrichment Center,Non-Profit,9/26/2025,1615 South 3rd St,Sanford,NC,27330,,,10,CN Hosted Workshops ,Cybersecurity
,The Enrichment Center,Non-Profit,9/26/2025,1615 South 3rd St,Sanford,NC,27330,,,10,CN Hosted Workshops ,Video Conerencing
,The Enrichment Center,Non-Profit,9/26/2025,1615 South 3rd St,Sanford,NC,27330,,,4,CN Hosted Workshops ,Mobile Device Basics (iOS)
,The Enrichment Center,Non-Profit,9/26/2025,1615 South 3rd St,Sanford,NC,27330,,,7,CN Hosted Workshops ,Mobile Device Basics (Android)
,The Enrichment Center,Non-Profit,9/26/2025,1615 South 3rd St,Sanford,NC,27330,,,2,CN Hosted Workshops ,Open Lab Workshop
,Jackson County Detention Center,Government,9/27/2025,1893 McCammon Ridge Road,McKee,KY,40447,,,21,CN Hosted Workshops ,Internet Basics
,Jackson County Detention Center,Government,9/27/2025,1893 McCammon Ridge Road,McKee,KY,40447,,,21,CN Hosted Workshops ,Cybersecurity
,Jackson County Detention Center,Government,9/27/2025,1893 McCammon Ridge Road,McKee,KY,40447,,,21,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Green County Senior Center,Senior Center,9/29/2025,110 N 1st St,Greensburg,KY,42743,,,15,CN Hosted Workshops ,Internet Basics
,Green County Senior Center,Senior Center,9/29/2025,110 N 1st St,Greensburg,KY,42743,,,15,CN Hosted Workshops ,Cybersecurity
,Green County Senior Center,Senior Center,9/29/2025,110 N 1st St,Greensburg,KY,42743,,,11,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Green County Senior Center,Senior Center,9/29/2025,110 N 1st St,Greensburg,KY,42743,,,4,CN Hosted Workshops ,Mobile Device Basics (Android)
,Saint Ann's Retirement Center,Non-Profit,9/29/2025,7501 W Britton Rd,Oklahoma City,OK,73132,,,20,CN Hosted Workshops ,Computer Basics Windows 10
,Saint Ann's Retirement Center,Non-Profit,9/29/2025,7501 W Britton Rd,Oklahoma City,OK,73132,,,20,CN Hosted Workshops ,Cybersecurity
,Saint Ann's Retirement Center,Non-Profit,9/30/2025,7501 W Britton Rd,Oklahoma City,OK,73132,,,17,CN Hosted Workshops ,Internet Basics
,Saint Ann's Retirement Center,Non-Profit,9/30/2025,7501 W Britton Rd,Oklahoma City,OK,73132,,,16,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Saint Ann's Retirement Center,Non-Profit,9/30/2025,7501 W Britton Rd,Oklahoma City,OK,73132,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,Community Health Recreation and Wellness Center,Community Center,10/1/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,10,CN Hosted Workshops ,Computer Basics Windows 10
,Community Health Recreation and Wellness Center,Community Center,10/1/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,11,CN Hosted Workshops ,Internet Basics
,Community Health Recreation and Wellness Center,Community Center,10/1/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,11,CN Hosted Workshops ,Email Basics
,Community Health Recreation and Wellness Center,Community Center,10/1/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,1,CN Hosted Workshops ,Open Lab Workshop
,Loudon County Senior Center,Senior Center,10/1/2025,901 Main Street,Loudon,TN,37774,,,5,CN Hosted Workshops ,Internet Basics
,Loudon County Senior Center,Senior Center,10/1/2025,901 Main Street,Loudon,TN,37774,,,5,CN Hosted Workshops ,Cybersecurity
,Loudon County Senior Center,Senior Center,10/1/2025,901 Main Street,Loudon,TN,37774,,,5,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Community Health Recreation and Wellness Center,Community Center,10/2/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,5,CN Hosted Workshops ,Cybersecurity
,Community Health Recreation and Wellness Center,Community Center,10/2/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,5,CN Hosted Workshops ,Video Conferencing
,Community Health Recreation and Wellness Center,Community Center,10/2/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,3,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Community Health Recreation and Wellness Center,Community Center,10/2/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,2,CN Hosted Workshops ,Mobile Device Basics (Android)
,Community Health Recreation and Wellness Center,Community Center,10/2/2025,3748 N Lincoln Blvd.,Oklahoma City,OK,73105,,,1,CN Hosted Workshops ,Open Lab Workshop
,Monroe County Senior Citizens and Friends,Government,10/2/2025,144 South College Street,Madisonville,TN,37354,,,8,CN Hosted Workshops ,Internet Basics
,Monroe County Senior Citizens and Friends,Government,10/2/2025,144 South College Street,Madisonville,TN,37354,,,8,CN Hosted Workshops ,Cybersecurity
,Monroe County Senior Citizens and Friends,Government,10/2/2025,144 South College Street,Madisonville,TN,37354,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Immaculate Heart of Mary Catholic Church - Deacons,Place of Worship,10/3/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,8,CN Hosted Workshops ,Computer Basics Windows 10
,Immaculate Heart of Mary Catholic Church - Deacons,Place of Worship,10/3/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,8,CN Hosted Workshops ,Internet Basics
,Immaculate Heart of Mary Catholic Church - Deacons,Place of Worship,10/3/2025,617 Santa Rosa Ave,San Antonio,TX,78204,,,8,CN Hosted Workshops ,Email Basics
,Ishpeming Senior Center,Senior Center,10/6/2025,121 Greenwood Street,Ishpeming,MI,49849,,,3,CN Hosted Workshops ,Video Conferencing
,Negaunee Senior Center,Senior Center,10/6/2025,410 Jackson St,Negaunee,MI,49866,,,14,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Byrum Porter Senior Center,Senior Center,10/7/2025,9123 Hwy 49 E,Orlinda,TN,37141,,,17,CN Hosted Workshops ,Internet Basics
,Byrum Porter Senior Center,Senior Center,10/7/2025,9123 Hwy 49 E,Orlinda,TN,37141,,,17,CN Hosted Workshops ,Cybersecurity
,Byrum Porter Senior Center,Senior Center,10/7/2025,9123 Hwy 49 E,Orlinda,TN,37141,,,12,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Byrum Porter Senior Center,Senior Center,10/7/2025,9123 Hwy 49 E,Orlinda,TN,37141,,,5,CN Hosted Workshops ,Mobile Device Basics (Android)
,Digital Works - SA Hope Center,Non-Profit,10/7/2025, 321 N General Mcmullen Dr,San Antonio,TX,78237,,,16,CN Hosted Workshops ,Computer Basics Windows 10
,Digital Works - SA Hope Center,Non-Profit,10/7/2025, 321 N General Mcmullen Dr,San Antonio,TX,78237,,,16,CN Hosted Workshops ,Cybersecurity
,Independence Senior Center,Senior Center,10/7/2025,2001 Jackwoods Pkwy,Independence,KY,41051,,,18,CN Hosted Workshops ,Internet Basics
,Independence Senior Center,Senior Center,10/7/2025,2001 Jackwoods Pkwy,Independence,KY,41051,,,18,CN Hosted Workshops ,Cybersecurity
,Independence Senior Center,Senior Center,10/7/2025,2001 Jackwoods Pkwy,Independence,KY,41051,,,18,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Ishpeming Senior Center,Senior Center,10/7/2025,121 Greenwood Street,Ishpeming,MI,49849,,,3,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Ishpeming Senior Center,Senior Center,10/7/2025,121 Greenwood Street,Ishpeming,MI,49849,,,2,CN Hosted Workshops ,Email Basics
,Ishpeming Senior Center,Senior Center,10/7/2025,121 Greenwood Street,Ishpeming,MI,49849,,,2,CN Hosted Workshops ,Open Lab Workshop
,Lake Worth Senior Center,Senior Center,10/7/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,10,CN Hosted Workshops ,Computer Basics Windows 10
,Lake Worth Senior Center,Senior Center,10/7/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,8,CN Hosted Workshops ,Internet Basics
,Lake Worth Senior Center,Senior Center,10/7/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,8,CN Hosted Workshops ,Email Basics
,Lake Worth Senior Center,Senior Center,10/7/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,1,CN Hosted Workshops ,Open Lab Workshop
,Rainbow Housing,Community Center,10/7/2025,18001 N 79th Ave Ste E72,Glendale,AZ,85308,,,1477,CN Hosted Workshops ,Cybersecurity
,Digital Works - SA Hope Center,Non-Profit,10/8/2025, 321 N General Mcmullen Dr,San Antonio,TX,78237,,,19,CN Hosted Workshops ,Computer Basics Windows 10
,Digital Works - SA Hope Center,Non-Profit,10/8/2025, 321 N General Mcmullen Dr,San Antonio,TX,78237,,,19,CN Hosted Workshops ,Cybersecurity
,Lake Worth Senior Center,Senior Center,10/8/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,3,CN Hosted Workshops ,Cybersecurity
,Lake Worth Senior Center,Senior Center,10/8/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,3,CN Hosted Workshops ,Video Conferencing
,Lake Worth Senior Center,Senior Center,10/8/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,1,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lake Worth Senior Center,Senior Center,10/8/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,3,CN Hosted Workshops ,Mobile Device Basics (Android)
,Lake Worth Senior Center,Senior Center,10/8/2025,7005 Charbonneau Road,Lake Worth,TX,76135,,,1,CN Hosted Workshops ,Open Lab Workshop
,Negaunee Senior Center,Senior Center,10/8/2025,410 Jackson St,Negaunee,MI,49866,,,9,CN Hosted Workshops ,Cybersecurity
,Negaunee Senior Center,Senior Center,10/8/2025,410 Jackson St,Negaunee,MI,49866,,,10,CN Hosted Workshops ,Internet Basics
,Tazewell Senior Center,Senior Center,10/8/2025,108 Jaycee Lane,Tazewell,TN,37879,,,21,CN Hosted Workshops ,Internet Basics
,Tazewell Senior Center,Senior Center,10/8/2025,108 Jaycee Lane,Tazewell,TN,37879,,,21,CN Hosted Workshops ,Cybersecurity
,Tazewell Senior Center,Senior Center,10/8/2025,108 Jaycee Lane,Tazewell,TN,37879,,,13,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Tazewell Senior Center,Senior Center,10/8/2025,108 Jaycee Lane,Tazewell,TN,37879,,,8,CN Hosted Workshops ,Mobile Device Basics (Android)
,Thrive 55+ Ashland City,Non-Profit,10/8/2025,104 Ruth Drive,Ashland City,TN,37015,,,54,CN Hosted Workshops ,Internet Basics
,Thrive 55+ Ashland City,Non-Profit,10/8/2025,104 Ruth Drive,Ashland City,TN,37015,,,54,CN Hosted Workshops ,Cybersecurity
,Thrive 55+ Ashland City,Non-Profit,10/8/2025,104 Ruth Drive,Ashland City,TN,37015,,,34,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Thrive 55+ Ashland City,Non-Profit,10/8/2025,104 Ruth Drive,Ashland City,TN,37015,,,20,CN Hosted Workshops ,Mobile Device Basics (Android)
,Clarksville Ajax Turner 50+ Center,Senior Center,10/9/2025,953 Clark Street,Clarksville,TN,37040,,,13,CN Hosted Workshops ,Internet Basics
,Clarksville Ajax Turner 50+ Center,Senior Center,10/9/2025,953 Clark Street,Clarksville,TN,37040,,,13,CN Hosted Workshops ,Cybersecurity
,Clarksville Ajax Turner 50+ Center,Senior Center,10/9/2025,953 Clark Street,Clarksville,TN,37040,,,13,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Marquette Senior Center,Senior Center,10/9/2025,300 W. Spring Street,Marquette,MI,49855,,,5,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Greenwood Senior Center,Senior Center,10/10/2025,4040 Greenwood Dr,Corpus Christi,TX,78416,,,6,CN Hosted Workshops ,Email Basics
,Greenwood Senior Center,Senior Center,10/10/2025,4040 Greenwood Dr,Corpus Christi,TX,78416,,,6,CN Hosted Workshops ,Cybersecurity
,Greenwood Senior Center,Senior Center,10/10/2025,4040 Greenwood Dr,Corpus Christi,TX,78416,,,2,CN Hosted Workshops ,Open Lab Workshop
,Carson City Senior Center,Senior Center,10/14/2025,911 Beverly Drive,Carson City,NV,89706,,,6,CN Hosted Workshops ,Computer Basics Windows 10
,Carson City Senior Center,Senior Center,10/14/2025,911 Beverly Drive,Carson City,NV,89706,,,11,CN Hosted Workshops ,Internet Basics
,Carson City Senior Center,Senior Center,10/14/2025,911 Beverly Drive,Carson City,NV,89706,,,3,CN Hosted Workshops ,Open Lab Workshop
,Coalfield Senior Center,Senior Center,10/14/2025,1600 Coal Hill Road,Harriman,TN,37748,,,15,CN Hosted Workshops ,Internet Basics
,Coalfield Senior Center,Senior Center,10/14/2025,1600 Coal Hill Road,Harriman,TN,37748,,,15,CN Hosted Workshops ,Cybersecurity
,Coalfield Senior Center,Senior Center,10/14/2025,1600 Coal Hill Road,Harriman,TN,37748,,,15,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Jackson County Senior Center,Senior Center,10/14/2025,2230 York Hwy,Gainsboro,TN,38562,,,8,CN Hosted Workshops ,Internet Basics
,Jackson County Senior Center,Senior Center,10/14/2025,2230 York Hwy,Gainsboro,TN,38562,,,8,CN Hosted Workshops ,Cybersecurity
,Jackson County Senior Center,Senior Center,10/14/2025,2230 York Hwy,Gainsboro,TN,38562,,,8,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Carson City Senior Center,Senior Center,10/15/2025,911 Beverly Drive,Carson City,NV,89706,,,7,CN Hosted Workshops ,Email Basics
,Carson City Senior Center,Senior Center,10/15/2025,911 Beverly Drive,Carson City,NV,89706,,,9,CN Hosted Workshops ,Cybersecurity
,Carson City Senior Center,Senior Center,10/15/2025,911 Beverly Drive,Carson City,NV,89706,,,2,CN Hosted Workshops ,Open Lab Workshop
,Gallatin Senior Center,Senior Center,10/15/2025,200 E Franklin St,Gallatin,TN,37066,,,21,CN Hosted Workshops ,Internet Basics
,Gallatin Senior Center,Senior Center,10/15/2025,200 E Franklin St,Gallatin,TN,37066,,,21,CN Hosted Workshops ,Cybersecurity
,Gallatin Senior Center,Senior Center,10/15/2025,200 E Franklin St,Gallatin,TN,37066,,,20,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Gallatin Senior Center,Senior Center,10/15/2025,200 E Franklin St,Gallatin,TN,37066,,,1,CN Hosted Workshops ,Mobile Device Basics (Android)
,Summit County Seniors,Senior Center,10/15/2025,202 Park Rd,Coalville,UT,84017,,,5,CN Hosted Workshops ,Computer Basics Windows 10
,Summit County Seniors,Senior Center,10/15/2025,202 Park Rd,Coalville,UT,84017,,,6,CN Hosted Workshops ,Internet Basics
,Summit County Seniors,Senior Center,10/15/2025,202 Park Rd,Coalville,UT,84017,,,9,CN Hosted Workshops ,Email Basics
,Summit County Seniors,Senior Center,10/15/2025,202 Park Rd,Coalville,UT,84017,,,4,CN Hosted Workshops ,Open Lab Workshop
,Carson City Senior Center,Senior Center,10/16/2025,911 Beverly Drive,Carson City,NV,89706,,,7,CN Hosted Workshops ,Video Conferencing
,Aransas Pass Civic Center,Non-Profit,10/17/2025,700 West Wheeler,Aransas Pass,TX,78336,,,12,CN Hosted Workshops ,Internet Basics
,Aransas Pass Civic Center,Non-Profit,10/17/2025,700 West Wheeler,Aransas Pass,TX,78336,,,12,CN Hosted Workshops ,Cybersecurity
